address,current_name,glabel,name_layer,aliases,insns,src_location,origin,tier,evidence,action,proposed_name,queued
0x8003AF40,mode_helper,func_8003AF40,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003AF40,47,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003AFFC,md_menu_logo_exec,func_8003AFFC,src/*.c definition + named_syms alias,md_menu_logo_exec;md_menu_logo_exec_8003AFFC,68,src/code6cac_c2.c:74,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_c2.c:74",RESET,,
0x8003B10C,kgm_init_hitrect,func_8003B10C,src/*.c definition + named_syms alias,kgm_init_hitrect;kgm_init_hitrect_8003B10C,64,src/code6cac_c2.c:410,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_c2.c:410",RESET,,
0x8003B20C,DispSamnailWindow_helper,func_8003B20C,named_syms.txt/symbol_addrs.txt alias only,DispSamnailWindow_helper_8003B20C,47,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-AS-PROPOSED; sole_caller_path=DispSamnailWindow_helper_8003B20C,KEEP,,
0x8003B2C8,suDispMentalBar_helper,func_8003B2C8,named_syms.txt/symbol_addrs.txt alias only,suDispMentalBar_helper_8003B2C8,24,,kengo-derived(ps2-only-prefix),SUSPECT,PS2-only symbol family (tsl*/su*/Vu0/Vu1 are Kengo/PS2 engine names); no PS1 basis,RESET,,
0x8003B328,mode_helper,func_8003B328,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003B328,31,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003B3A4,suDispMentalBar_helper,func_8003B3A4,named_syms.txt/symbol_addrs.txt alias only,suDispMentalBar_helper_8003B3A4,56,,kengo-derived(ps2-only-prefix),SUSPECT,PS2-only symbol family (tsl*/su*/Vu0/Vu1 are Kengo/PS2 engine names); no PS1 basis,RESET,,
0x8003B484,md_menu_logo_init,func_8003B484,named_syms.txt/symbol_addrs.txt alias only,md_menu_logo_init_8003B484,22,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; kengo_pattern=coli_cancel_hit_pause_katana_8003B484,KEEP,,
0x8003B4DC,suDispMentalBar_helper,func_8003B4DC,named_syms.txt/symbol_addrs.txt alias only,suDispMentalBar_helper_8003B4DC,22,,kengo-derived(ps2-only-prefix),SUSPECT,PS2-only symbol family (tsl*/su*/Vu0/Vu1 are Kengo/PS2 engine names); no PS1 basis,RESET,,
0x8003B534,mode_helper,func_8003B534,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003B534,14,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,
0x8003B56C,sudispmentalbar_helper,func_8003B56C,named_syms.txt/symbol_addrs.txt alias only,sudispmentalbar_helper_8003B56C,14,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,
0x8003B5A4,suDispMentalBar,suDispMentalBar,glabel,func_8003B5A4,179,src/code6cac_b.c:3830,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=suDispMentalBar confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_b.c:3830",RESET,,yes
0x8003B870,mode_handler_22_VsModeInit,func_8003B870,named_syms.txt/symbol_addrs.txt alias only,mode_handler_22_VsModeInit,29,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003B870,KEEP,,
0x8003B8E4,mode_handler_23_FrameDelay3,func_8003B8E4,named_syms.txt/symbol_addrs.txt alias only,mode_handler_23_FrameDelay3,59,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003B8E4,KEEP,,
0x8003B9D0,mode_handler_06_GameTeardownVariant,func_8003B9D0,named_syms.txt/symbol_addrs.txt alias only,mode_handler_06_GameTeardownVariant,185,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003B9D0; string_adjacent_info=?,KEEP,,yes
0x8003BCB4,md_game_check_change_sub_mode,md_game_check_change_sub_mode,glabel,mode_handler_07_SubModeTransition,87,src/code6cac_c2.c:252,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=md_game_check_change_sub_mode confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:252",RESET,,
0x8003BE10,mode_handler_10_GameTeardown,func_8003BE10,named_syms.txt/symbol_addrs.txt alias only,mode_handler_10_GameTeardown,38,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003BE10,KEEP,,
0x8003BEA8,mode_handler_11_PadInputCheck,func_8003BEA8,named_syms.txt/symbol_addrs.txt alias only,mode_handler_11_PadInputCheck,71,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003BEA8,KEEP,,
0x8003BFC4,mode_handler_15_TeardownVariant,func_8003BFC4,named_syms.txt/symbol_addrs.txt alias only,mode_handler_15_TeardownVariant,31,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003BFC4,KEEP,,
0x8003C040,cpu_side_move_dir_2,cpu_side_move_dir_2,glabel,mode_handler_18_UnlockAnimDispatch,160,src/code6cac_c2.c:413,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=cpu_side_move_dir confidence=size-only-ambiguous insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:413",RESET,,
0x8003C2C0,func_8003C2C0,func_8003C2C0,glabel,,91,src/code6cac_c2.c:492,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8003C42C,mode_handler_20_CountIterator,func_8003C42C,named_syms.txt/symbol_addrs.txt alias only,mode_handler_20_CountIterator,77,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003C560,mode_handler_21_FrameTimerSfx,func_8003C560,named_syms.txt/symbol_addrs.txt alias only,mode_handler_21_FrameTimerSfx,109,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003C714,SetCurrentCursor,SetCurrentCursor,glabel,,104,src/code6cac_c2.c:637,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=md_game_check_change_main_mode_katinuki confidence=size-only-ambiguous insn_diff=-1 combined_score=0.00; body at src/code6cac_c2.c:637",RESET,,yes
0x8003C8B4,mode_handler_31_TimerLoop,func_8003C8B4,named_syms.txt/symbol_addrs.txt alias only,mode_handler_31_TimerLoop,41,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003C8B4,KEEP,,
0x8003C958,mode_handler_24_DispatchToMode25,func_8003C958,named_syms.txt/symbol_addrs.txt alias only,mode_handler_24_DispatchToMode25,19,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003C958,KEEP,,
0x8003C9A4,mode_handler_25_PostBattleSetup,func_8003C9A4,named_syms.txt/symbol_addrs.txt alias only,mode_handler_25_PostBattleSetup,202,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003C9A4,KEEP,,
0x8003CCCC,mode_handler_32_RebootDispatch,func_8003CCCC,named_syms.txt/symbol_addrs.txt alias only,mode_handler_32_RebootDispatch,17,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003CCCC,KEEP,,
0x8003CD10,mode_handler_33_RebootBegin,func_8003CD10,named_syms.txt/symbol_addrs.txt alias only,mode_handler_33_RebootBegin,66,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003CD10,KEEP,,
0x8003CE18,mode_handler_28_PostBattleMisc,func_8003CE18,named_syms.txt/symbol_addrs.txt alias only,mode_handler_28_PostBattleMisc,91,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003CE18; string_adjacent_info=?,KEEP,,
0x8003CF84,mode_handler_29_StageLeafUpdate,func_8003CF84,named_syms.txt/symbol_addrs.txt alias only,mode_handler_29_StageLeafUpdate,208,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,yes
0x8003D2C4,katinuki_game_setData_8003D2C4,katinuki_game_setData_8003D2C4,glabel,gpu_LoadImage_wrapper_8003D2C4;katinuki_game_setData_8003D2C4,12,src/code6cac_c2.c:929,misname-flag,SUSPECT,"RECORDED CONTRADICTION: named_syms.txt:2504 /* MISNAMED: not katinuki data; 1-line gpu_LoadImage(&D_800A3220, &D_80090178) */; body at src/code6cac_c2.c:929",RESET,,
0x8003D2F4,change_shadow_tex_reg,change_shadow_tex_reg,glabel,,15,src/code6cac_c2.c:938,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=change_shadow_tex_reg confidence=name-unique insn_diff=-1 combined_score=0.00; body at src/code6cac_c2.c:938,RESET,,
0x8003D330,ReturnVTMenu,func_8003D330,src/*.c definition + named_syms alias,ReturnVTMenu;ReturnVTMenu_8003D330,27,src/ings.c:69,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/ings.c:69",RESET,,
0x8003D39C,_McAccessSection,func_8003D39C,named_syms.txt/symbol_addrs.txt alias only,_McAccessSection;_McAccessSection_8003D39C,55,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,yes
0x8003D478,memcard_access_section_list,func_8003D478,named_syms.txt/symbol_addrs.txt alias only,memcard_access_section_list_8003D478,45,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003D52C,DispSleepMenuTex,DispSleepMenuTex,glabel,,146,src/code6cac_c2.c:1038,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=conv_matrix_rotation confidence=size-only-ambiguous insn_diff=-1 combined_score=0.00; body at src/code6cac_c2.c:1038",RESET,,yes
0x8003D774,set_field0x0,func_8003D774,named_syms.txt/symbol_addrs.txt alias only,set_field0x0_8003D774,16,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003D7B4,coli_calc_motion_slots,func_8003D7B4,named_syms.txt/symbol_addrs.txt alias only,coli_calc_motion_slots_8003D7B4,53,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003D888,coli_calc_motion,func_8003D888,named_syms.txt/symbol_addrs.txt alias only,coli_calc_motion;coli_calc_motion_8003D888,37,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,yes
0x8003D91C,game_helper,func_8003D91C,named_syms.txt/symbol_addrs.txt alias only,game_helper_8003D91C,33,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003D9A0,gpu_LoadImageBatch,func_8003D9A0,named_syms.txt/symbol_addrs.txt alias only,gpu_LoadImageBatch_8003D9A0,59,,naming-analyzer(residual_named),INFERRED,"docs/naming/residual_named.csv: confidence=medium method=callee; calls initLoadImage (image/texture load); NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8003DA8C,tslLineG5Init,tslLineG5Init,glabel,func_8003DA8C,86,src/code6cac_c2.c:1245,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=tslLineG5Init confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:1245",RESET,,
0x8003DBE4,tslLineG5Init_helper,func_8003DBE4,named_syms.txt/symbol_addrs.txt alias only,tslLineG5Init_helper_8003DBE4,133,,kengo-derived(ps2-only-prefix),SUSPECT,PS2-only symbol family (tsl*/su*/Vu0/Vu1 are Kengo/PS2 engine names); no PS1 basis,RESET,,
0x8003DDF8,tsllineg5init_helper,func_8003DDF8,named_syms.txt/symbol_addrs.txt alias only,tsllineg5init_helper_8003DDF8,7,,kengo-derived(ps2-only-prefix),SUSPECT,PS2-only symbol family (tsl*/su*/Vu0/Vu1 are Kengo/PS2 engine names); no PS1 basis,RESET,,
0x8003DE14,gpu_helper,func_8003DE14,named_syms.txt/symbol_addrs.txt alias only,gpu_helper_8003DE14,179,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,yes
0x8003E0E0,game_helper,func_8003E0E0,named_syms.txt/symbol_addrs.txt alias only,game_helper_8003E0E0,16,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003E120,satan_camera_setup_matrix,func_8003E120,named_syms.txt/symbol_addrs.txt alias only,satan_camera_setup_matrix_8003E120,17,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003E164,camera_SetMatrix_8003E164,camera_SetMatrix_8003E164,glabel,camera_SetMatrix_8003E164;ground_load_with_cache_8003E164,50,src/code6cac_c2.c:1482,misname-flag,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; RECORDED CONTRADICTION: named_syms.txt:2501 /* MISNAMED: not a camera fn; cache check + gnd_open() + load via func_8007B6C8 */; body at src/code6cac_c2.c:1482",RESET,,
0x8003E22C,gnd_open,gnd_open,glabel,,29,src/code6cac_c.c:163,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=gnd_open confidence=name-unique insn_diff=2 combined_score=0.04; body at src/code6cac_c.c:163,RESET,,
0x8003E2A0,single_game_SetStageId,single_game_SetStageId,glabel,,3,src/code6cac_c2.c:1530,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=single_game_SetStageId confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:1530,RESET,,
0x8003E2AC,copy,func_8003E2AC,named_syms.txt/symbol_addrs.txt alias only,copy_8003E2AC,7,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003E2C8,load_D_800905F8,func_8003E2C8,named_syms.txt/symbol_addrs.txt alias only,load_D_800905F8_8003E2C8,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; kengo_pattern=replay_camera_check_stage_8003E2C8,KEEP,,
0x8003E2D8,replay_camera_get_attack_number,replay_camera_get_attack_number,glabel,,242,src/code6cac_c2.c:1541,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=replay_camera_get_attack_number confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:1541",RESET,,yes
0x8003E6A0,mode_helper,func_8003E6A0,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003E6A0,14,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003E6D8,DispHira,DispHira,glabel,,299,src/code6cac_c2.c:1547(INCLUDE_ASM),kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=DispHira confidence=name-unique insn_diff=0 combined_score=0.07; body at src/code6cac_c2.c:1547(INCLUDE_ASM)",RESET,,yes
0x8003EB84,CalcHiraNormal,CalcHiraNormal,glabel,,143,src/code6cac_c2.c:1549,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=CalcHiraNormal confidence=name-unique insn_diff=-8 combined_score=0.40; body at src/code6cac_c2.c:1549,RESET,,yes
0x8003EDC0,md_game_check_mode,md_game_check_mode,glabel,,234,src/code6cac_c2.c:1665(INCLUDE_ASM),kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=md_game_check_mode confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c2.c:1665(INCLUDE_ASM)",RESET,,yes
0x8003F168,stage_ExecInitFunc,stage_ExecInitFunc,glabel,stage_ExecInitFunc,24,src/config.c:44,naming-analyzer(proposals),INFERRED,docs/naming/proposals.csv: confidence=none method=analyzer-proposal; ; body at src/config.c:44,KEEP,,
